movieId,title,genres
1584,Contact (1997),"['Drama', 'Sci-Fi']"
1608,Air Force One (1997),"['Action', 'Thriller']"
1610,"Hunt for Red October, The (1990)","['Action', 'Adventure', 'Thriller']"
1617,L.A. Confidential (1997),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
1625,"Game, The (1997)","['Drama', 'Mystery', 'Thriller']"
1639,Chasing Amy (1997),"['Comedy', 'Drama', 'Romance']"
1641,"Full Monty, The (1997)","['Comedy', 'Drama']"
1645,The Devil's Advocate (1997),"['Drama', 'Mystery', 'Thriller']"
1653,Gattaca (1997),"['Drama', 'Sci-Fi', 'Thriller']"
1676,Starship Troopers (1997),"['Action', 'Sci-Fi']"
1682,"Truman Show, The (1998)","['Comedy', 'Drama', 'Sci-Fi']"
1704,Good Will Hunting (1997),"['Drama', 'Romance']"
1721,Titanic (1997),"['Drama', 'Romance']"
1732,"Big Lebowski, The (1998)","['Comedy', 'Crime']"
1777,"Wedding Singer, The (1998)","['Comedy', 'Romance']"
1784,As Good as It Gets (1997),"['Comedy', 'Drama', 'Romance']"
1917,Armageddon (1998),"['Action', 'Romance', 'Sci-Fi', 'Thriller']"
1923,There's Something About Mary (1998),"['Comedy', 'Romance']"
1954,Rocky (1976),['Drama']
1961,Rain Man (1988),['Drama']
1968,"Breakfast Club, The (1985)","['Comedy', 'Drama']"
1997,"Exorcist, The (1973)","['Horror', 'Mystery']"
2000,Lethal Weapon (1987),"['Action', 'Comedy', 'Crime', 'Drama']"
2005,"Goonies, The (1985)","['Action', 'Adventure', 'Children', 'Comedy', 'Fantasy']"
2006,"Mask of Zorro, The (1998)","['Action', 'Comedy', 'Romance']"
2011,Back to the Future Part II (1989),"['Adventure', 'Comedy', 'Sci-Fi']"
2012,Back to the Future Part III (1990),"['Adventure', 'Comedy', 'Sci-Fi', 'Western']"
2028,Saving Private Ryan (1998),"['Action', 'Drama', 'War']"
2054,"Honey, I Shrunk the Kids (1989)","['Adventure', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi']"
2078,"Jungle Book, The (1967)","['Animation', 'Children', 'Comedy', 'Musical']"
2080,Lady and the Tramp (1955),"['Animation', 'Children', 'Comedy', 'Romance']"
2081,"Little Mermaid, The (1989)","['Animation', 'Children', 'Comedy', 'Musical', 'Romance']"
2100,Splash (1984),"['Comedy', 'Fantasy', 'Romance']"
2115,Indiana Jones and the Temple of Doom (1984),"['Action', 'Adventure', 'Fantasy']"
2167,Blade (1998),"['Action', 'Horror', 'Thriller']"
2174,Beetlejuice (1988),"['Comedy', 'Fantasy']"
2194,"Untouchables, The (1987)","['Action', 'Crime', 'Drama']"
2268,"Few Good Men, A (1992)","['Crime', 'Drama', 'Thriller']"
2291,Edward Scissorhands (1990),"['Drama', 'Fantasy', 'Romance']"
2302,My Cousin Vinny (1992),['Comedy']
2321,Pleasantville (1998),"['Comedy', 'Drama', 'Fantasy']"
2324,Life Is Beautiful (La Vita è bella) (1997),"['Comedy', 'Drama', 'Romance', 'War']"
2329,American History X (1998),"['Crime', 'Drama']"
2353,Enemy of the State (1998),"['Action', 'Thriller']"
2355,"Bug's Life, A (1998)","['Adventure', 'Animation', 'Children', 'Comedy']"
2395,Rushmore (1998),"['Comedy', 'Drama']"
2396,Shakespeare in Love (1998),"['Comedy', 'Drama', 'Romance']"
2406,Romancing the Stone (1984),"['Action', 'Adventure', 'Comedy', 'Romance']"
2470,Crocodile Dundee (1986),"['Adventure', 'Comedy']"
2502,Office Space (1999),"['Comedy', 'Crime']"
2529,Planet of the Apes (1968),"['Action', 'Drama', 'Sci-Fi']"
2542,"Lock, Stock & Two Smoking Barrels (1998)","['Comedy', 'Crime', 'Thriller']"
2571,"Matrix, The (1999)","['Action', 'Sci-Fi', 'Thriller']"
2572,10 Things I Hate About You (1999),"['Comedy', 'Romance']"
2599,Election (1999),['Comedy']
2617,"Mummy, The (1999)","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']"
2628,Star Wars: Episode I - The Phantom Menace (1999),"['Action', 'Adventure', 'Sci-Fi']"
2640,Superman (1978),"['Action', 'Adventure', 'Sci-Fi']"
2657,"Rocky Horror Picture Show, The (1975)","['Comedy', 'Horror', 'Musical', 'Sci-Fi']"
2671,Notting Hill (1999),"['Comedy', 'Romance']"
2683,Austin Powers: The Spy Who Shagged Me (1999),"['Action', 'Adventure', 'Comedy']"
2692,Run Lola Run (Lola rennt) (1998),"['Action', 'Crime']"
2699,Arachnophobia (1990),"['Comedy', 'Horror']"
2700,"South Park: Bigger, Longer and Uncut (1999)","['Animation', 'Comedy', 'Musical']"
2701,Wild Wild West (1999),"['Action', 'Comedy', 'Sci-Fi', 'Western']"
2706,American Pie (1999),"['Comedy', 'Romance']"
2710,"Blair Witch Project, The (1999)","['Drama', 'Horror', 'Thriller']"
2712,Eyes Wide Shut (1999),"['Drama', 'Mystery', 'Thriller']"
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),"['Action', 'Comedy', 'Sci-Fi']"
2762,"Sixth Sense, The (1999)","['Drama', 'Horror', 'Mystery']"
2791,Airplane! (1980),['Comedy']
2797,Big (1988),"['Comedy', 'Drama', 'Fantasy', 'Romance']"
2804,"Christmas Story, A (1983)","['Children', 'Comedy']"
2858,American Beauty (1999),"['Drama', 'Romance']"
2916,Total Recall (1990),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
2918,Ferris Bueller's Day Off (1986),['Comedy']
2947,Goldfinger (1964),"['Action', 'Adventure', 'Thriller']"
2959,Fight Club (1999),"['Action', 'Crime', 'Drama', 'Thriller']"
2985,RoboCop (1987),"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']"
2987,Who Framed Roger Rabbit? (1988),"['Adventure', 'Animation', 'Children', 'Comedy', 'Crime', 'Fantasy', 'Mystery']"
2997,Being John Malkovich (1999),"['Comedy', 'Drama', 'Fantasy']"
3033,Spaceballs (1987),"['Comedy', 'Sci-Fi']"
3052,Dogma (1999),"['Adventure', 'Comedy', 'Fantasy']"
3081,Sleepy Hollow (1999),"['Fantasy', 'Horror', 'Mystery', 'Romance']"
3114,Toy Story 2 (1999),"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']"
3147,"Green Mile, The (1999)","['Crime', 'Drama']"
3160,Magnolia (1999),['Drama']
3175,Galaxy Quest (1999),"['Adventure', 'Comedy', 'Sci-Fi']"
3253,Wayne's World (1992),['Comedy']
3408,Erin Brockovich (2000),['Drama']
3421,Animal House (1978),['Comedy']
3471,Close Encounters of the Third Kind (1977),"['Adventure', 'Drama', 'Sci-Fi']"
3481,High Fidelity (2000),"['Comedy', 'Drama', 'Romance']"
3489,Hook (1991),"['Adventure', 'Comedy', 'Fantasy']"
3527,Predator (1987),"['Action', 'Sci-Fi', 'Thriller']"
3535,American Psycho (2000),"['Crime', 'Horror', 'Mystery', 'Thriller']"
3552,Caddyshack (1980),['Comedy']
3578,Gladiator (2000),"['Action', 'Adventure', 'Drama']"
3623,Mission: Impossible II (2000),"['Action', 'Adventure', 'Thriller']"
3671,Blazing Saddles (1974),"['Comedy', 'Western']"
3717,Gone in 60 Seconds (2000),"['Action', 'Crime']"
3751,Chicken Run (2000),"['Animation', 'Children', 'Comedy']"
3753,"Patriot, The (2000)","['Action', 'Drama', 'War']"
3793,X-Men (2000),"['Action', 'Adventure', 'Sci-Fi']"
3897,Almost Famous (2000),['Drama']
3911,Best in Show (2000),['Comedy']
3948,Meet the Parents (2000),['Comedy']
3949,Requiem for a Dream (2000),['Drama']
3977,Charlie's Angels (2000),"['Action', 'Comedy']"
3994,Unbreakable (2000),"['Drama', 'Sci-Fi']"
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)","['Action', 'Drama', 'Romance']"
4011,Snatch (2000),"['Comedy', 'Crime', 'Thriller']"
4018,What Women Want (2000),"['Comedy', 'Romance']"
4022,Cast Away (2000),['Drama']
4025,Miss Congeniality (2000),"['Comedy', 'Crime']"
4027,"O Brother, Where Art Thou? (2000)","['Adventure', 'Comedy', 'Crime']"
4034,Traffic (2000),"['Crime', 'Drama', 'Thriller']"
4226,Memento (2000),"['Mystery', 'Thriller']"
4239,Blow (2001),"['Crime', 'Drama']"
4246,Bridget Jones's Diary (2001),"['Comedy', 'Drama', 'Romance']"
4262,Scarface (1983),"['Action', 'Crime', 'Drama']"
4306,Shrek (2001),"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Romance']"
4308,Moulin Rouge (2001),"['Drama', 'Musical', 'Romance']"
4370,A.I. Artificial Intelligence (2001),"['Adventure', 'Drama', 'Sci-Fi']"
4447,Legally Blonde (2001),"['Comedy', 'Romance']"
4720,"Others, The (2001)","['Drama', 'Horror', 'Mystery', 'Thriller']"
4776,Training Day (2001),"['Crime', 'Drama', 'Thriller']"
4816,Zoolander (2001),['Comedy']
4848,Mulholland Drive (2001),"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller']"
4878,Donnie Darko (2001),"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
4886,"Monsters, Inc. (2001)","['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']"
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),"['Adventure', 'Children', 'Fantasy']"
4963,Ocean's Eleven (2001),"['Crime', 'Thriller']"
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","['Comedy', 'Romance']"
4979,"Royal Tenenbaums, The (2001)","['Comedy', 'Drama']"
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)","['Adventure', 'Fantasy']"
4995,"Beautiful Mind, A (2001)","['Drama', 'Romance']"
5218,Ice Age (2002),"['Adventure', 'Animation', 'Children', 'Comedy']"
5299,My Big Fat Greek Wedding (2002),"['Comedy', 'Romance']"
5349,Spider-Man (2002),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
5378,Star Wars: Episode II - Attack of the Clones (2002),"['Action', 'Adventure', 'Sci-Fi', 'IMAX']"
5418,"Bourne Identity, The (2002)","['Action', 'Mystery', 'Thriller']"
5445,Minority Report (2002),"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']"
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),"['Action', 'Comedy', 'Sci-Fi']"
5481,Austin Powers in Goldmember (2002),['Comedy']
5502,Signs (2002),"['Horror', 'Sci-Fi', 'Thriller']"
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),"['Adventure', 'Animation', 'Fantasy']"
5669,Bowling for Columbine (2002),['Documentary']
5816,Harry Potter and the Chamber of Secrets (2002),"['Adventure', 'Fantasy']"
5952,"Lord of the Rings: The Two Towers, The (2002)","['Adventure', 'Fantasy']"
5956,Gangs of New York (2002),"['Crime', 'Drama']"
5989,Catch Me If You Can (2002),"['Crime', 'Drama']"
6016,City of God (Cidade de Deus) (2002),"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
6333,X2: X-Men United (2003),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
6365,"Matrix Reloaded, The (2003)","['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']"
6373,Bruce Almighty (2003),"['Comedy', 'Drama', 'Fantasy', 'Romance']"
6377,Finding Nemo (2003),"['Adventure', 'Animation', 'Children', 'Comedy']"
6378,"Italian Job, The (2003)","['Action', 'Crime']"
6502,28 Days Later (2002),"['Action', 'Horror', 'Sci-Fi']"
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),"['Action', 'Adventure', 'Comedy', 'Fantasy']"
6711,Lost in Translation (2003),"['Comedy', 'Drama', 'Romance']"
6863,School of Rock (2003),"['Comedy', 'Musical']"
6870,Mystic River (2003),"['Crime', 'Drama', 'Mystery']"
6874,Kill Bill: Vol. 1 (2003),"['Action', 'Crime', 'Thriller']"
6934,"Matrix Revolutions, The (2003)","['Action', 'Adventure', 'Sci-Fi', 'Thriller', 'IMAX']"
6942,Love Actually (2003),"['Comedy', 'Drama', 'Romance']"
7143,"Last Samurai, The (2003)","['Action', 'Adventure', 'Drama', 'War']"
7147,Big Fish (2003),"['Drama', 'Fantasy', 'Romance']"
7153,"Lord of the Rings: The Return of the King, The (2003)","['Action', 'Adventure', 'Drama', 'Fantasy']"
7361,Eternal Sunshine of the Spotless Mind (2004),"['Drama', 'Romance', 'Sci-Fi']"
7438,Kill Bill: Vol. 2 (2004),"['Action', 'Drama', 'Thriller']"
8360,Shrek 2 (2004),"['Adventure', 'Animation', 'Children', 'Comedy', 'Musical', 'Romance']"
8368,Harry Potter and the Prisoner of Azkaban (2004),"['Adventure', 'Fantasy', 'IMAX']"
8636,Spider-Man 2 (2004),"['Action', 'Adventure', 'Sci-Fi', 'IMAX']"
8641,Anchorman: The Legend of Ron Burgundy (2004),['Comedy']
8644,"I, Robot (2004)","['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
8665,"Bourne Supremacy, The (2004)","['Action', 'Crime', 'Thriller']"
8874,Shaun of the Dead (2004),"['Comedy', 'Horror']"
8961,"Incredibles, The (2004)","['Action', 'Adventure', 'Animation', 'Children', 'Comedy']"
30707,Million Dollar Baby (2004),['Drama']
30793,Charlie and the Chocolate Factory (2005),"['Adventure', 'Children', 'Comedy', 'Fantasy', 'IMAX']"
32587,Sin City (2005),"['Action', 'Crime', 'Film-Noir', 'Mystery', 'Thriller']"
33493,Star Wars: Episode III - Revenge of the Sith (2005),"['Action', 'Adventure', 'Sci-Fi']"
33679,Mr. & Mrs. Smith (2005),"['Action', 'Adventure', 'Comedy', 'Romance']"
33794,Batman Begins (2005),"['Action', 'Crime', 'IMAX']"
34162,Wedding Crashers (2005),"['Comedy', 'Romance']"
35836,"40-Year-Old Virgin, The (2005)","['Comedy', 'Romance']"
40815,Harry Potter and the Goblet of Fire (2005),"['Adventure', 'Fantasy', 'Thriller', 'IMAX']"
