date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2016-02-16,20.0,15.0,6.0,8.0,15.0,22.0,20.0,39.0,21.0,24.0,42.0,37.0,51.0,32.0,18.0,37.0,37.0,20.0,28.0,13.0,18.0,10.0,15.0,11.0
2016-02-17,3.0,5.0,4.0,3.0,2.0,8.0,15.0,17.0,27.0,25.0,19.0,18.0,15.0,22.0,15.0,28.0,18.0,22.0,37.0,13.0,22.0,13.0,11.0,13.0
2016-02-18,3.0,3.0,4.0,5.0,5.0,7.0,9.0,10.0,16.0,20.0,23.0,11.0,21.0,21.0,23.0,33.0,21.0,21.0,17.0,22.0,18.0,12.0,9.0,11.0
2016-02-19,6.0,6.0,3.0,3.0,6.0,8.0,8.0,13.0,18.0,21.0,21.0,11.0,27.0,27.0,22.0,29.0,9.0,26.0,37.0,14.0,13.0,23.0,24.0,16.0
2016-02-20,8.0,10.0,6.0,4.0,14.0,6.0,6.0,15.0,15.0,19.0,22.0,15.0,25.0,22.0,20.0,27.0,26.0,16.0,14.0,30.0,17.0,17.0,12.0,7.0
2016-02-21,17.0,12.0,3.0,9.0,3.0,4.0,4.0,3.0,9.0,12.0,13.0,19.0,26.0,30.0,10.0,17.0,15.0,20.0,15.0,22.0,10.0,10.0,10.0,6.0
2016-02-22,9.0,4.0,4.0,2.0,6.0,9.0,9.0,25.0,17.0,18.0,29.0,28.0,16.0,17.0,17.0,22.0,16.0,19.0,12.0,28.0,13.0,3.0,12.0,7.0
2016-02-23,3.0,2.0,4.0,3.0,9.0,1.0,11.0,11.0,17.0,14.0,21.0,21.0,14.0,29.0,16.0,20.0,23.0,22.0,28.0,28.0,11.0,10.0,18.0,4.0
2016-02-24,8.0,8.0,3.0,9.0,4.0,3.0,7.0,24.0,24.0,12.0,14.0,18.0,28.0,21.0,21.0,19.0,42.0,27.0,49.0,39.0,73.0,107.0,74.0,39.0
2016-02-25,22.0,11.0,10.0,5.0,7.0,5.0,8.0,33.0,33.0,21.0,25.0,20.0,26.0,27.0,22.0,29.0,18.0,27.0,22.0,17.0,18.0,11.0,10.0,10.0
2016-02-26,4.0,6.0,4.0,5.0,5.0,5.0,7.0,17.0,26.0,21.0,17.0,22.0,15.0,16.0,34.0,26.0,34.0,34.0,26.0,24.0,12.0,12.0,7.0,13.0
2016-02-27,12.0,11.0,6.0,10.0,13.0,13.0,5.0,9.0,12.0,10.0,25.0,18.0,29.0,27.0,17.0,28.0,21.0,27.0,17.0,14.0,20.0,10.0,20.0,11.0
2016-02-28,10.0,8.0,13.0,8.0,7.0,11.0,3.0,14.0,13.0,11.0,12.0,21.0,16.0,23.0,25.0,25.0,18.0,17.0,15.0,23.0,12.0,11.0,8.0,5.0
2016-02-29,10.0,5.0,7.0,4.0,3.0,19.0,10.0,22.0,17.0,13.0,18.0,11.0,17.0,31.0,21.0,19.0,23.0,23.0,21.0,13.0,14.0,8.0,6.0,8.0
2016-03-01,5.0,5.0,2.0,2.0,2.0,6.0,14.0,20.0,22.0,20.0,25.0,32.0,23.0,36.0,27.0,28.0,36.0,23.0,22.0,13.0,13.0,13.0,13.0,5.0
2016-03-02,5.0,5.0,4.0,8.0,8.0,6.0,8.0,20.0,33.0,26.0,21.0,27.0,23.0,27.0,19.0,20.0,26.0,22.0,22.0,21.0,13.0,11.0,15.0,11.0
2016-03-03,3.0,5.0,6.0,1.0,3.0,4.0,22.0,26.0,19.0,19.0,25.0,15.0,22.0,24.0,20.0,22.0,19.0,22.0,23.0,25.0,13.0,17.0,7.0,5.0
2016-03-04,8.0,8.0,6.0,1.0,4.0,6.0,8.0,34.0,15.0,18.0,24.0,18.0,15.0,15.0,12.0,18.0,27.0,15.0,22.0,34.0,16.0,17.0,14.0,13.0
2016-03-05,6.0,12.0,9.0,5.0,5.0,6.0,6.0,12.0,12.0,11.0,12.0,13.0,17.0,19.0,21.0,14.0,20.0,10.0,23.0,14.0,11.0,15.0,13.0,11.0
2016-03-06,3.0,6.0,4.0,5.0,8.0,3.0,5.0,8.0,5.0,11.0,29.0,17.0,15.0,15.0,15.0,19.0,21.0,16.0,19.0,13.0,11.0,10.0,17.0,11.0
2016-03-07,5.0,7.0,10.0,7.0,3.0,4.0,15.0,22.0,16.0,28.0,23.0,20.0,25.0,20.0,25.0,25.0,20.0,27.0,18.0,22.0,15.0,7.0,8.0,9.0
2016-03-08,6.0,4.0,2.0,6.0,5.0,11.0,5.0,16.0,23.0,34.0,26.0,17.0,24.0,24.0,17.0,35.0,38.0,31.0,21.0,11.0,19.0,11.0,10.0,9.0
2016-03-09,7.0,4.0,2.0,11.0,4.0,7.0,10.0,21.0,12.0,23.0,25.0,23.0,30.0,23.0,18.0,34.0,31.0,20.0,17.0,28.0,18.0,13.0,6.0,7.0
2016-03-10,10.0,2.0,10.0,5.0,4.0,8.0,5.0,17.0,22.0,21.0,28.0,20.0,20.0,27.0,20.0,32.0,22.0,28.0,18.0,28.0,20.0,9.0,16.0,8.0
2016-03-11,14.0,2.0,4.0,5.0,8.0,4.0,6.0,17.0,16.0,23.0,33.0,16.0,22.0,21.0,21.0,32.0,28.0,20.0,24.0,16.0,14.0,12.0,15.0,5.0
2016-03-12,11.0,6.0,9.0,5.0,5.0,4.0,8.0,16.0,13.0,16.0,21.0,15.0,28.0,23.0,16.0,15.0,18.0,14.0,32.0,14.0,18.0,15.0,19.0,9.0
2016-03-13,14.0,15.0,0.0,4.0,7.0,4.0,13.0,12.0,10.0,13.0,15.0,16.0,25.0,18.0,14.0,9.0,17.0,17.0,17.0,23.0,11.0,12.0,11.0,5.0
2016-03-14,7.0,6.0,11.0,4.0,10.0,3.0,20.0,16.0,23.0,18.0,18.0,34.0,22.0,16.0,20.0,29.0,24.0,22.0,16.0,14.0,16.0,14.0,11.0,6.0
2016-03-15,6.0,4.0,7.0,4.0,8.0,4.0,14.0,21.0,28.0,27.0,22.0,15.0,16.0,20.0,27.0,29.0,18.0,27.0,13.0,20.0,21.0,9.0,11.0,7.0
2016-03-16,7.0,6.0,6.0,4.0,4.0,10.0,12.0,17.0,28.0,16.0,23.0,15.0,31.0,20.0,21.0,32.0,22.0,14.0,25.0,11.0,7.0,7.0,6.0,13.0
2016-03-17,8.0,5.0,6.0,3.0,3.0,1.0,15.0,17.0,20.0,24.0,24.0,22.0,25.0,24.0,26.0,33.0,39.0,28.0,23.0,17.0,15.0,9.0,10.0,11.0
2016-03-18,9.0,5.0,8.0,3.0,3.0,6.0,7.0,18.0,27.0,27.0,21.0,27.0,23.0,32.0,26.0,21.0,30.0,25.0,24.0,16.0,16.0,16.0,13.0,16.0
2016-03-19,11.0,14.0,5.0,4.0,8.0,8.0,6.0,8.0,6.0,19.0,21.0,13.0,14.0,19.0,13.0,23.0,18.0,11.0,13.0,18.0,20.0,11.0,11.0,13.0
2016-03-20,6.0,5.0,11.0,7.0,3.0,6.0,5.0,8.0,10.0,9.0,17.0,8.0,24.0,9.0,11.0,10.0,14.0,14.0,6.0,17.0,14.0,14.0,3.0,10.0
2016-03-21,6.0,5.0,5.0,6.0,5.0,6.0,12.0,23.0,21.0,22.0,17.0,28.0,25.0,26.0,24.0,15.0,27.0,24.0,22.0,13.0,13.0,13.0,4.0,7.0
2016-03-22,8.0,4.0,3.0,1.0,2.0,6.0,12.0,15.0,16.0,15.0,17.0,15.0,17.0,16.0,28.0,24.0,23.0,14.0,19.0,10.0,17.0,7.0,7.0,5.0
2016-03-23,7.0,3.0,10.0,7.0,0.0,5.0,10.0,15.0,26.0,18.0,18.0,5.0,22.0,27.0,26.0,22.0,28.0,30.0,14.0,19.0,16.0,13.0,16.0,9.0
2016-03-24,9.0,2.0,11.0,4.0,8.0,12.0,8.0,8.0,17.0,16.0,11.0,23.0,19.0,21.0,17.0,25.0,31.0,22.0,18.0,16.0,19.0,10.0,12.0,9.0
2016-03-25,3.0,7.0,2.0,6.0,2.0,7.0,5.0,13.0,16.0,22.0,22.0,34.0,14.0,27.0,27.0,21.0,21.0,19.0,18.0,13.0,18.0,14.0,13.0,12.0
2016-03-26,6.0,5.0,5.0,9.0,5.0,6.0,8.0,9.0,11.0,11.0,12.0,21.0,21.0,20.0,22.0,28.0,20.0,19.0,13.0,13.0,13.0,17.0,11.0,5.0
2016-03-27,4.0,13.0,6.0,5.0,3.0,6.0,3.0,4.0,11.0,9.0,16.0,16.0,15.0,20.0,22.0,11.0,21.0,8.0,13.0,13.0,17.0,14.0,9.0,9.0
2016-03-28,4.0,7.0,9.0,5.0,6.0,10.0,10.0,20.0,21.0,15.0,17.0,20.0,17.0,16.0,22.0,25.0,27.0,36.0,25.0,24.0,22.0,17.0,19.0,10.0
2016-03-29,3.0,5.0,7.0,3.0,8.0,5.0,9.0,16.0,18.0,18.0,30.0,20.0,22.0,19.0,30.0,28.0,29.0,29.0,22.0,16.0,13.0,9.0,10.0,11.0
2016-03-30,5.0,3.0,2.0,3.0,5.0,6.0,11.0,20.0,21.0,23.0,17.0,25.0,21.0,31.0,29.0,27.0,26.0,22.0,19.0,16.0,14.0,16.0,3.0,6.0
2016-03-31,2.0,2.0,4.0,7.0,5.0,3.0,9.0,18.0,21.0,24.0,23.0,21.0,17.0,21.0,18.0,17.0,30.0,26.0,21.0,13.0,17.0,22.0,15.0,4.0
2016-04-01,14.0,6.0,6.0,6.0,8.0,9.0,12.0,25.0,17.0,11.0,17.0,22.0,17.0,24.0,29.0,31.0,42.0,32.0,25.0,33.0,28.0,17.0,9.0,12.0
2016-04-02,22.0,9.0,6.0,7.0,5.0,6.0,7.0,16.0,13.0,13.0,9.0,18.0,26.0,25.0,22.0,14.0,17.0,26.0,24.0,11.0,22.0,16.0,14.0,38.0
2016-04-03,18.0,9.0,5.0,14.0,18.0,33.0,29.0,54.0,52.0,53.0,51.0,35.0,27.0,22.0,19.0,25.0,23.0,16.0,17.0,24.0,16.0,8.0,7.0,9.0
2016-04-04,8.0,8.0,5.0,5.0,6.0,4.0,15.0,26.0,26.0,24.0,20.0,29.0,39.0,17.0,19.0,14.0,28.0,28.0,12.0,24.0,20.0,9.0,14.0,9.0
2016-04-05,4.0,6.0,6.0,4.0,4.0,5.0,9.0,14.0,23.0,17.0,26.0,17.0,18.0,12.0,21.0,24.0,24.0,23.0,23.0,15.0,10.0,8.0,11.0,5.0
2016-04-06,7.0,2.0,5.0,5.0,4.0,10.0,13.0,13.0,26.0,10.0,22.0,19.0,23.0,25.0,37.0,22.0,26.0,36.0,16.0,20.0,15.0,9.0,17.0,7.0
2016-04-07,8.0,7.0,6.0,3.0,5.0,6.0,13.0,17.0,22.0,27.0,31.0,21.0,32.0,30.0,23.0,25.0,21.0,27.0,10.0,16.0,18.0,11.0,9.0,7.0
2016-04-08,6.0,7.0,9.0,1.0,7.0,2.0,5.0,17.0,20.0,30.0,19.0,24.0,22.0,29.0,22.0,23.0,27.0,16.0,19.0,10.0,23.0,14.0,7.0,8.0
2016-04-09,6.0,5.0,11.0,7.0,6.0,5.0,6.0,6.0,6.0,13.0,12.0,18.0,25.0,35.0,21.0,29.0,18.0,15.0,18.0,9.0,13.0,9.0,7.0,3.0
2016-04-10,5.0,7.0,5.0,7.0,7.0,3.0,4.0,7.0,10.0,15.0,13.0,19.0,20.0,21.0,17.0,26.0,15.0,16.0,9.0,20.0,14.0,2.0,11.0,9.0
2016-04-11,6.0,9.0,6.0,4.0,6.0,3.0,13.0,25.0,20.0,18.0,19.0,25.0,29.0,28.0,29.0,15.0,38.0,19.0,22.0,15.0,9.0,7.0,11.0,4.0
2016-04-12,4.0,2.0,5.0,5.0,3.0,3.0,13.0,16.0,23.0,24.0,8.0,0.0,12.0,11.0,18.0,21.0,24.0,27.0,15.0,0.0,7.0,5.0,8.0,7.0
2016-04-13,2.0,7.0,3.0,7.0,6.0,7.0,15.0,24.0,17.0,11.0,21.0,29.0,14.0,26.0,26.0,20.0,24.0,25.0,18.0,25.0,25.0,11.0,12.0,9.0
2016-04-14,6.0,2.0,7.0,2.0,2.0,3.0,10.0,14.0,8.0,15.0,28.0,24.0,14.0,27.0,25.0,32.0,15.0,18.0,36.0,9.0,16.0,27.0,6.0,13.0
2016-04-15,7.0,9.0,8.0,4.0,7.0,3.0,2.0,9.0,21.0,19.0,19.0,23.0,19.0,34.0,21.0,25.0,30.0,31.0,19.0,25.0,19.0,10.0,17.0,13.0
2016-04-16,8.0,10.0,10.0,5.0,9.0,5.0,9.0,12.0,16.0,20.0,16.0,20.0,26.0,18.0,30.0,21.0,27.0,16.0,42.0,16.0,13.0,11.0,5.0,11.0
2016-04-17,11.0,6.0,6.0,4.0,4.0,5.0,9.0,6.0,13.0,11.0,15.0,14.0,19.0,13.0,20.0,16.0,18.0,25.0,23.0,19.0,15.0,19.0,7.0,9.0
2016-04-18,4.0,5.0,1.0,5.0,7.0,6.0,11.0,11.0,22.0,16.0,21.0,22.0,30.0,22.0,18.0,38.0,29.0,40.0,31.0,15.0,8.0,8.0,13.0,6.0
2016-04-19,6.0,6.0,1.0,6.0,4.0,4.0,11.0,20.0,37.0,28.0,23.0,20.0,24.0,25.0,24.0,33.0,45.0,18.0,16.0,20.0,23.0,11.0,7.0,4.0
2016-04-20,8.0,4.0,0.0,3.0,5.0,4.0,14.0,20.0,43.0,15.0,22.0,35.0,28.0,19.0,24.0,25.0,26.0,25.0,28.0,20.0,14.0,6.0,11.0,5.0
2016-04-21,8.0,5.0,3.0,3.0,6.0,5.0,10.0,21.0,17.0,38.0,11.0,27.0,30.0,29.0,19.0,29.0,27.0,30.0,20.0,18.0,13.0,12.0,12.0,8.0
