,height,gender
460,129.16593414128607,Male
461,154.2185417977222,Female
462,168.19155953165338,Male
463,162.3116521482268,Male
464,147.54781272454116,Male
465,145.2578214877672,Female
466,158.64312746546776,Male
467,165.39993835334246,Female
468,122.032796949175,Male
469,156.9397245806062,Female
470,139.142605616946,Male
471,137.97421660940734,Male
472,137.74485800467335,Male
473,146.07963312614143,Male
474,156.3597841591002,Male
475,171.73606503330933,Male
476,175.11604815108774,Male
477,151.18065287037896,Male
478,149.2778150760512,Male
479,141.03855983322455,Female
480,121.26183410901179,Male
481,152.9851688101507,Male
482,131.5041679890167,Male
483,126.42955333664534,Male
484,137.20266192118052,Male
485,164.8697824823675,Male
486,146.75697781759916,Male
487,148.54786342721047,Male
488,142.37865184253218,Female
489,124.46865463063594,Female
490,138.97271874124058,Female
491,139.7764999223332,Male
492,166.11237956068896,Female
493,148.27047844188195,Male
494,133.427876010107,Female
495,148.71833029994843,Male
496,172.70922957824894,Male
497,163.20926141523228,Female
498,151.8676202570162,Female
499,168.92340180434314,Female
500,141.84287995983837,Male
501,124.34894638820725,Male
502,124.73060432243703,Male
503,136.74081150641314,Male
504,127.82395252869128,Male
505,140.90312151560968,Male
506,144.07275550721315,Male
507,136.4779324167899,Male
508,140.72956870054978,Female
509,124.10913001771806,Male
510,150.45291270215455,Male
511,138.56768244761898,Male
512,149.35702964731902,Male
513,140.36014120360272,Male
514,122.00599309532252,Female
515,151.5143654189466,Female
516,127.03077839353791,Male
517,155.14712697745642,Male
518,134.65304047875392,Male
519,176.20977385386996,Male
520,146.0912064928486,Male
521,140.32831869835624,Female
522,126.49968711133737,Male
523,111.51890391258574,Male
524,125.5803174090831,Male
525,144.7205521349163,Male
526,146.4434115905174,Male
527,154.07027288972338,Male
528,155.9726468290643,Female
529,151.5831608700124,Male
530,150.0481990480437,Male
531,132.62569854792113,Male
532,159.12368700911478,Male
533,138.64023081787582,Female
534,164.8705778498964,Female
535,127.97206804933407,Male
536,135.13482566563007,Female
537,132.87975752852068,Male
538,133.46410154716742,Female
539,146.48456275040837,Male
540,128.22465375568393,Male
541,171.25477183929448,Male
542,138.29701716235573,Male
543,126.4437743960133,Female
544,135.21521544552934,Male
545,122.36871182645196,Female
546,143.29633110520962,Male
547,135.71537038648128,Male
548,168.48325112327726,Female
549,160.59624079133985,Male
550,136.9157920376201,Female
551,137.59531017403728,Male
552,147.0166326921742,Female
553,152.82105646495313,Male
554,133.84073651883756,Male
555,152.6458244343405,Female
556,152.72198704997305,Male
557,152.8565989578439,Male
558,123.13142841362765,Female
559,151.17001199591846,Female
560,164.73651518482657,Male
561,141.13338379289013,Male
562,150.3106781470373,Male
563,147.8447077712549,Male
564,155.2851896834827,Male
565,133.63409158760874,Male
566,149.8368919946995,Female
567,124.73797075999073,Male
568,144.8032072135864,Male
569,158.44337496963945,Female
570,124.7928142201506,Female
571,152.00273045445775,Female
572,149.74481015852368,Male
573,143.6102694383256,Female
574,156.36974704195785,Female
575,123.23393441925673,Female
576,144.44174036122388,Female
577,103.96811997150384,Male
578,152.3041752657186,Male
579,142.67927413293023,Male
580,171.57491704926895,Male
581,135.14658801971828,Male
582,128.54317718505015,Male
583,161.2690803062742,Female
584,141.63116830778804,Male
585,141.3625914294016,Male
586,155.97468990616605,Male
587,131.8824127440561,Male
588,136.1682013654602,Male
589,124.90383324589078,Female
590,148.3303520839193,Male
591,164.7398140281884,Male
592,155.8455117105824,Male
593,152.6666587600075,Male
594,132.49199955511756,Female
595,128.7695393612257,Female
596,163.1666936607619,Male
597,141.40777466941415,Male
598,165.63902754412683,Male
599,148.45542909165275,Male
600,133.1310252861287,Female
601,133.43654713904527,Male
602,150.03586533103254,Female
603,143.80974899789155,Male
604,141.83879951130587,Female
605,160.60958215541433,Female
606,160.5717432167301,Male
607,134.02147465062987,Female
608,147.067204832521,Male
609,120.7854722747875,Female
610,137.03278978541067,Male
611,165.66109776869996,Male
612,141.78267306254227,Male
613,162.46655436943124,Male
614,167.66910915960648,Male
615,139.56927978575283,Male
616,127.491708933375,Male
617,142.89653580450576,Male
618,157.5261293028211,Male
619,133.0609757214956,Female
620,144.02370334506801,Male
621,152.3032009217674,Female
622,161.5940672180659,Male
623,122.31604138269404,Male
624,144.28048513629693,Male
625,143.5983270572393,Male
626,155.1507888884662,Female
627,144.59878238860975,Male
628,136.23700221944807,Male
629,156.4074944828329,Female
630,125.19082419798545,Male
631,150.05856057834234,Male
632,169.81400109676787,Female
633,130.1780923861082,Female
634,149.41538582699476,Male
635,129.79207022488032,Female
636,128.56602808484476,Male
637,136.54687159683633,Male
638,150.69042245293517,Male
639,135.52972412406154,Female
640,125.58670268363497,Female
641,169.12266726299822,Female
642,147.128378398339,Female
643,140.3462723368536,Male
644,129.8657321650697,Male
645,130.08412333607342,Female
646,152.8973726678139,Male
647,147.14439005811894,Male
648,117.8764701494683,Male
649,148.90053561960463,Male
650,128.238141923623,Male
651,118.8732869913838,Male
652,123.12264342996554,Male
653,168.48454257410387,Male
654,143.58403651650374,Female
655,125.71120739504826,Female
656,151.9704810465263,Male
657,132.66054378058504,Female
658,137.1173459211467,Male
659,144.03195777269679,Male
660,146.65706375601886,Male
661,157.93541031006825,Male
662,123.3866560574997,Female
663,160.5369979430111,Male
664,119.13006284201906,Male
665,127.05516117668688,Male
666,153.32245490542337,Female
667,110.03753992189179,Male
668,143.3988121186713,Female
669,152.17290846201084,Male
670,150.0259226470438,Male
671,140.35419028772017,Male
672,147.18184419565534,Male
673,148.78264694531595,Female
674,173.78742870458228,Male
675,150.5125327834853,Male
676,143.95297373395778,Female
677,138.89628116490834,Female
678,140.92686122157306,Male
679,138.3059996344263,Male
680,134.14878543581415,Female
681,157.11251337246935,Female
682,137.68829490374722,Male
683,119.7846818647029,Male
684,123.4264374961908,Male
685,168.41375015782197,Male
686,142.290965250566,Male
687,157.78603074668,Female
688,152.01977107860301,Male
689,120.3849988744879,Female
690,143.66381125552317,Male
691,110.19755730872777,Male
692,149.24357560508017,Male
693,155.9963211833297,Male
694,174.22574733792482,Male
695,169.67894281883477,Male
696,149.05364267230252,Male
697,162.52001048068894,Male
698,141.5804200321899,Female
699,113.36880972836894,Male
700,147.90016718264837,Female
701,127.87740482874203,Male
702,157.08885654870244,Male
703,144.24579729698561,Female
704,141.16662327203102,Female
705,144.75170880350217,Male
706,126.87700838000255,Female
707,153.69511135837064,Male
708,149.58402700594868,Male
709,147.76606328596648,Female
710,155.4507238622502,Female
711,150.1816596642362,Female
712,147.42273778948422,Male
713,136.42249677660854,Male
714,131.8606248046106,Female
715,166.60055394211716,Male
716,135.1135105802569,Female
717,156.8701924179176,Male
718,162.91899174293312,Male
719,126.22291277035131,Female
720,124.03910017163932,Male
721,149.77134324698784,Male
722,162.25303112604126,Male
723,134.6431456728334,Male
724,140.943588365466,Male
725,155.18498930672152,Male
726,142.61109571463717,Male
727,168.4972960059718,Male
728,152.79853861351023,Male
729,132.35508852045095,Male
730,162.08248070568854,Male
731,139.57587408871422,Male
732,120.97435394890753,Female
733,152.02102386090934,Male
734,162.11127623450028,Male
735,121.38848180265478,Male
736,161.92352424588515,Male
737,145.68018253425942,Male
738,152.4921180977871,Male
739,139.31456822224177,Male
740,166.17500676380928,Female
741,142.0601551518713,Female
742,159.73377366919235,Female
743,158.88473818102068,Male
744,159.6895468313379,Male
745,148.24505046369416,Male
746,128.35230665811739,Male
747,155.86060112175292,Female
748,123.59628394520611,Male
749,154.64509240816437,Female
750,144.6497373510722,Male
751,140.91189989297825,Male
752,166.85814291431714,Male
753,172.4488003559067,Male
754,167.9605525604864,Female
755,162.70835656309154,Female
756,143.56054951516637,Male
757,161.40391104858134,Male
758,158.81456020334565,Male
759,150.68892372183322,Male
760,144.53391882239023,Male
761,145.74181748344694,Female
762,168.48266226541767,Female
763,161.48974122884155,Male
764,133.49852783455523,Male
765,138.8700444765132,Female
766,144.02294785806075,Female
767,137.59039320179397,Male
768,123.66515275055957,Male
769,154.2421202326184,Male
770,161.91625006150832,Male
771,141.39697155060404,Male
772,150.70807486038757,Male
773,144.23645936207663,Male
774,154.3629367267308,Female
775,162.8612184911429,Male
776,149.81444255392586,Male
777,139.84784460101974,Male
778,134.23855781342078,Male
779,142.09405860767237,Male
780,152.92088431080637,Female
781,155.89624031556392,Female
782,131.28760626071298,Male
783,118.5990787641977,Male
784,137.08220154034035,Female
785,153.54317144428109,Male
786,177.72088329994315,Male
787,145.1591810941204,Male
788,172.81192316723548,Male
789,155.3296127183085,Male
790,131.9911249035157,Female
791,134.69695084432163,Female
792,145.63803355151435,Female
793,167.1032077647133,Female
794,137.4264888768273,Male
795,157.98871429674134,Female
796,137.3854237993441,Male
797,136.597433837269,Male
798,144.96506149628044,Male
799,137.20912460463376,Male
800,144.5281238054525,Male
801,159.9737872342079,Male
802,137.8260045828469,Male
803,151.5614939355734,Male
804,149.34339977124628,Male
805,162.14959505749383,Female
806,160.72302580337848,Female
807,159.1396718839656,Male
808,138.5547990058177,Female
809,157.272811047259,Male
810,163.19106031596633,Female
811,152.29791005366792,Female
812,144.4219128969839,Female
813,125.6299662771663,Male
814,145.23874690430995,Male
815,135.8136378552857,Male
816,125.44414258397352,Male
817,160.20547029163725,Female
818,154.05317326002842,Male
819,152.13096923827575,Male
820,167.944452366494,Male
821,138.98680760934818,Male
822,159.25552014224297,Female
823,159.15040254447624,Male
824,126.19499277772272,Female
825,140.98139365062352,Male
826,132.050657230564,Female
827,164.69552106949874,Female
828,157.17229007105487,Female
829,134.2656796792221,Male
830,173.87447723312147,Male
831,172.2320678854233,Male
832,143.6177208269384,Male
833,125.46641908406649,Female
834,162.35785563611896,Female
835,143.54074543143906,Female
836,133.92932973654695,Male
837,136.05905340158685,Male
838,156.50290218327407,Male
839,145.29607618756322,Female
840,148.91194951071958,Female
841,159.6017835458653,Male
842,131.03043827857115,Female
843,132.337044220751,Male
844,157.33247128867254,Female
845,128.72861780138655,Male
846,136.73287022069368,Male
847,150.93306259262795,Male
848,157.94445942851718,Male
849,145.87884826390786,Male
850,183.09209188078614,Male
851,159.87494137361116,Male
852,150.58694864316072,Male
853,140.49654045672125,Male
854,162.71446289157026,Female
855,162.92485175772669,Female
856,154.0025306462216,Male
857,166.52470088633788,Female
858,160.30373887704394,Male
859,139.0497242706182,Male
860,140.25021515212282,Female
861,128.63774333270706,Male
862,135.53263222817424,Male
863,161.86781380710823,Male
864,137.22032262580555,Male
865,166.16781835863452,Female
866,163.72441784092774,Male
867,145.00987601712797,Male
868,155.19969817859194,Female
869,127.03958938251691,Male
870,152.00878795386356,Male
871,138.33957062876806,Male
872,128.20792672700748,Female
873,153.85088947319002,Female
874,146.6531367812034,Male
875,132.12467515875315,Male
876,149.50682990954726,Female
877,112.51466226731947,Male
878,153.57965833626037,Male
879,145.54386429082322,Male
880,151.87065834466907,Male
881,125.9939492354839,Male
882,140.179425467918,Male
883,155.4824888773284,Female
884,145.01055111678144,Male
885,125.12670258010846,Female
886,157.56226210263392,Male
887,140.65346185913847,Male
888,155.86806861759501,Male
889,165.33712620414326,Male
890,141.30730363173984,Male
891,138.84395147668536,Female
892,150.52517475838383,Male
893,167.0475642377475,Female
894,139.3554112269457,Male
895,139.97726935597927,Female
896,138.6665771853415,Male
897,129.32772468282846,Male
898,138.55433293535603,Male
899,155.38779087789416,Male
900,131.95092148528127,Male
901,146.39081893659284,Male
902,162.92217572531612,Female
903,151.82079285575955,Male
904,143.4454002310391,Male
905,146.08581308802346,Male
906,125.83031104089196,Male
907,161.82369194284743,Male
908,141.17473968921493,Male
909,154.97009048273424,Female
910,128.27994042029866,Female
911,137.58283302624213,Male
912,160.17201921193399,Male
913,143.92063049393175,Male
914,130.62967480712632,Female
915,128.5099486576112,Male
916,119.70695381734902,Male
917,143.20378282719798,Male
918,168.2418455934122,Female
919,125.32297575873889,Female
920,139.9350027082523,Male
921,145.72144920695496,Female
922,131.6419089939862,Male
923,139.70458554115584,Male
924,156.77039427871364,Male
925,137.1413763835807,Male
926,135.4918051244872,Male
927,158.32728001163963,Female
928,141.92879481537855,Female
929,161.55993979947132,Male
930,142.9496140533899,Male
931,136.80554940709516,Male
932,165.35300871839377,Male
933,143.5732490687397,Female
934,132.34518935632016,Female
935,162.67356736514625,Female
936,140.7785355226522,Male
937,131.08413946610077,Male
938,155.87566500839387,Male
939,147.56247119270938,Male
940,142.45258702817787,Male
941,145.71026135941216,Female
942,126.7210672360477,Female
943,174.15850042620423,Male
944,167.06899282163124,Female
945,173.08750307660947,Male
946,123.32038108180636,Female
947,157.02490443837428,Male
948,161.1912633779545,Male
949,132.76849652252938,Male
950,125.94039881269636,Female
951,152.05425505228513,Male
952,145.59345739205932,Male
953,142.59098476250477,Female
954,162.60742928506048,Female
955,138.58054168945677,Male
956,148.42404670673452,Female
957,125.85696789302068,Male
958,123.39351570685871,Male
959,121.55917407248762,Male
960,122.47153651510492,Female
961,155.50259298846711,Male
962,158.97499224158736,Male
963,162.68637733433803,Male
964,138.6515852564094,Female
965,137.07919216529623,Male
966,152.46188363510834,Male
967,141.35433445639643,Male
968,131.24931699717666,Male
969,156.32665328684084,Female
970,133.67041913313264,Female
971,166.5851210245551,Male
972,117.38654826326169,Male
973,169.4608839550658,Male
974,147.11236050597876,Male
975,133.81837711013628,Male
976,121.36995144802995,Male
977,139.2692128061695,Male
978,168.09657588635207,Female
979,133.52359219122215,Female
980,168.02327085118972,Female
981,163.48453455009576,Female
982,134.87240123070166,Male
983,137.21159122812816,Male
984,137.44563610750924,Male
985,133.82531006354827,Male
986,150.28900806368117,Male
987,153.76289606140182,Male
988,171.52958615671488,Male
989,122.43658344305359,Male
990,155.72954626409788,Male
991,161.88631499322625,Male
992,149.834090568563,Male
993,129.70908807738277,Female
994,155.77376667506564,Male
995,130.5489923999786,Male
996,125.26391732596254,Male
997,142.16176811056488,Male
998,135.1076202317241,Female
999,169.7108622012186,Female
1000,148.18102825628765,Male
1001,148.77650804685325,Male
1002,147.25777008691813,Male
1003,135.27227441834196,Female
1004,141.40088383504062,Male
1005,134.90870152927621,Male
1006,166.41414603132392,Female
1007,155.43434386551849,Male
1008,163.35354685665126,Male
1009,137.45935557972825,Female
1010,160.19816649313393,Female
1011,166.60019697124852,Male
1012,162.72288331777554,Male
1013,147.52330560357385,Female
1014,154.327032252853,Male
1015,131.86879852397078,Male
1016,164.42087383398024,Male
1017,152.82694063468142,Female
1018,143.88827332252612,Male
1019,145.60383941768,Female
1020,174.29736372972516,Male
1021,164.08028881410291,Female
1022,136.0951338092297,Female
1023,161.6554560429687,Female
1024,122.91061677023191,Female
1025,138.26954524765597,Female
1026,162.1263715600848,Male
1027,135.12624343767772,Male
1028,137.75028793052041,Male
1029,167.56214671745204,Female
1030,167.6203920595644,Male
1031,136.6580207704376,Female
1032,142.11733093698248,Male
1033,149.78164533327364,Male
1034,139.60201335816396,Female
1035,165.5949759715519,Male
1036,130.10101507272964,Male
1037,154.4370645753082,Male
1038,128.11455006941435,Female
1039,139.72746748490314,Male
1040,135.61755754206953,Female
1041,142.172884617342,Female
1042,145.08000740640838,Male
1043,140.73321302876917,Female
1044,147.8931420866821,Female
1045,128.80032471499163,Male
1046,128.306119057251,Female
1047,163.5842395298811,Male
1048,160.75357135571457,Female
1049,157.9046197753086,Male
1050,141.87203952725815,Male
1051,150.14817503321268,Female
1052,130.91767795040795,Female
1053,157.56780794018601,Male
1054,144.08353683493473,Female
1055,146.6431960386372,Male
1056,139.22580663037823,Female
1057,127.87002953279323,Female
1058,138.6895821513501,Male
1059,171.55297744335118,Male
1060,114.68490688968816,Male
1061,162.18433071223149,Male
1062,120.29325735756072,Male
1063,126.7829587811328,Male
1064,137.8148126387719,Male
1065,143.56600873096005,Female
1066,153.09055488262214,Male
1067,128.9938135828075,Male
1068,169.5101609254889,Male
1069,152.35998863187376,Female
1070,158.85721281886867,Male
1071,153.55032807698427,Male
1072,135.67994667717815,Male
